doc_id,surface,start_pos,end_pos,type,identifier,source,valid,split
document_110001.html,Dio,729,732,PER,Q190,NER,no,train
document_110009.html,Napoli,118,124,LOC,Q2634,AMD,yes,train
document_110009.html,Jovene,110,116,PER,NIL,NER,no,train
document_110010.html,Roma,64,68,LOC,Q220,AMD,yes,train
document_110011.html,Dottrina del Fascismo,16,37,ORG,NIL,NER,no,train
document_110012.html,Mosca,165,170,LOC,Q649,AMD,yes,train
document_110013.html,Fuci,229,233,ORG,Q3091708,AMD,yes,train
document_110014.html,Fuci,49,53,ORG,Q3091708,AMD,yes,train
document_110014.html,Fuci,330,334,ORG,Q3091708,AMD,yes,train
document_110014.html,Fuci,715,719,ORG,Q3091708,AMD,yes,train
document_110014.html,Universitari,442,454,ORG,Q3091708,AMD,yes,train
document_110014.html,Consiglio Superiore,66,85,ORG,Q1054168,NER,yes,train
document_110015.html,Fuci,510,514,ORG,Q3091708,AMD,yes,train
document_110015.html,Congresso Nazionale,18,37,ORG,NIL,NER,no,train
document_110015.html,Congresso,705,714,ORG,NIL,NER,no,train
document_110015.html,Congresso,984,993,ORG,NIL,NER,no,train
document_110016.html,Assemblea,384,393,ORG,Q1053185,AMD,yes,train
document_110016.html,Ponti,572,577,PER,Q3733989,AMD,yes,train
document_110016.html,Congresso,305,314,ORG,NIL,NER,no,train
document_110016.html,Congresso,476,485,ORG,NIL,NER,no,train
document_110016.html,S.S.,523,527,ORG,NIL,NER,no,train
document_110016.html,assemblea nazionale,646,665,ORG,Q1053185,NER,no,train
document_110017.html,Fuci,21,25,ORG,Q3091708,AMD,yes,train
document_110017.html,Congresso,893,902,ORG,NIL,NER,no,train
document_110017.html,Congresso,1067,1076,ORG,NIL,NER,no,train
document_110018.html,Congresso,107,116,ORG,NIL,NER,no,train
document_110018.html,Congresso Nazionale,185,204,ORG,NIL,NER,no,train
document_110018.html,Congresso,333,342,ORG,NIL,NER,no,train
document_110018.html,Congresso,536,545,ORG,NIL,NER,no,train
document_110019.html,organizzazione,1764,1778,ORG,Q3682549,AMD,no,train
document_110019.html,Consiglio Superiore,17,36,ORG,Q1054168,NER,yes,train
document_110021.html,Fuci,25,29,ORG,Q3091708,AMD,yes,train
document_110024.html,Fuci,671,675,ORG,Q3091708,AMD,yes,train
document_110025.html,Fuci,101,105,ORG,Q3091708,AMD,yes,train
document_110025.html,Fuci,416,420,ORG,Q3091708,AMD,yes,train
document_110025.html,Segni,28,33,PER,Q1240,AMD,yes,train
document_110027.html,Presidenza Centrale,90,109,ORG,NIL,NER,no,train
document_110033.html,Universitari,274,286,ORG,Q3091708,AMD,yes,train
document_110039.html,Beati[1,140,147,PER,NIL,NER,no,train
document_110040.html,organizzazione,653,667,ORG,Q3682549,AMD,no,train
document_110043.html,Congresso Nazionale,112,131,ORG,NIL,NER,no,train
document_110045.html,Consiglio Superiore,787,806,ORG,Q1054168,NER,yes,train
document_110048.html,Fuci,25,29,ORG,Q3091708,AMD,yes,train
document_110054.html,Conferenza,758,768,ORG,NIL,NER,no,train
document_110060.html,Fuci,90,94,ORG,Q3091708,AMD,yes,train
document_110061.html,Fuci,275,279,ORG,Q3091708,AMD,yes,train
document_110061.html,città,320,325,LOC,Q3519,AMD,no,train
document_110061.html,organizzazione,253,267,ORG,Q3682549,AMD,no,train
document_110061.html,Segretariati,977,989,ORG,NIL,NER,no,train
document_110064.html,Assemblea,149,158,ORG,Q1053185,AMD,no,train
document_110064.html,Chiesa,903,909,ORG,Q34651,AMD,yes,train
document_110064.html,Ponti,1196,1201,PER,Q3733989,AMD,yes,train
document_110064.html,Universitari,102,114,ORG,Q3091708,AMD,yes,train
document_110064.html,S.S.,263,267,ORG,NIL,NER,no,train
document_110064.html,Sede Apostolica,651,666,ORG,Q159583,NER,yes,train
document_110065.html,Italia,996,1002,LOC,Q38,AMD,yes,train
document_110065.html,Universitari,709,721,ORG,Q3091708,AMD,yes,train
document_110065.html,organizzazione,1098,1112,ORG,Q3682549,AMD,no,train
document_110065.html,Sede Apostolica,222,237,ORG,Q159583,NER,yes,train
document_110065.html,Voi,243,246,PER,NIL,NER,no,train
document_110065.html,Augusta,327,334,PER,NIL,NER,no,train
document_110065.html,Augusta,497,504,PER,NIL,NER,no,train
document_110067.html,Assemblea,154,163,ORG,Q1053185,AMD,no,train
document_110067.html,organizzazione,689,703,ORG,Q3682549,AMD,no,train
document_110067.html,Albis,50,55,LOC,NIL,NER,no,train
document_110069.html,Universitari,28,40,ORG,Q3091708,AMD,yes,train
document_110069.html,comunità,652,660,ORG,Q52847,AMD,no,train
document_110069.html,Patria,164,170,PER,Q38,NER,no,train
document_110069.html,Patria,479,485,PER,Q38,NER,no,train
document_110069.html,Dio,856,859,PER,Q190,NER,no,train
document_110070.html,comunità,377,385,ORG,Q52847,AMD,no,train
document_110078.html,Radio Fascio[1,0,14,ORG,NIL,NER,no,train
document_110080.html,Italia,60,66,LOC,Q38,AMD,yes,train
document_110080.html,governo,17,24,ORG,Q3773793,NER,yes,train
document_110080.html,Governo,303,310,ORG,Q3773793,NER,no,train
document_110091.html,Governo fascista,87,103,ORG,Q3112309,NER,yes,train
document_110092.html,America,278,285,LOC,Q30,AMD,yes,train
document_110092.html,Italia,267,273,LOC,Q38,AMD,yes,train
document_110092.html,Congresso Nazionale,64,83,ORG,NIL,NER,no,train
document_110092.html,Patria,647,653,PER,Q38,NER,no,train
document_110092.html,Patria,668,674,PER,Q46,NER,no,train
document_110097.html,Roma,189,193,LOC,Q220,AMD,yes,train
document_110097.html,Radio,183,188,ORG,NIL,NER,no,train
document_110102.html,Patria,145,151,PER,Q38,NER,no,train
document_110102.html,Agli,1331,1335,PER,NIL,NER,no,train
document_110104.html,Associazioni,532,544,ORG,Q3091708,AMD,no,train
document_110104.html,Federazione,160,171,ORG,Q3091708,AMD,yes,train
document_110104.html,Universitari,172,184,ORG,Q3091708,AMD,yes,train
document_110120.html,Nazioni Unite,458,471,ORG,Q1065,AMD,yes,train
document_110120.html,comunità,635,643,ORG,Q52847,AMD,no,train
document_110123.html,Governo,561,568,ORG,Q6063,NER,yes,train
document_110127.html,città,25,30,LOC,Q220,AMD,yes,train
document_110134.html,capitale,1099,1107,LOC,Q220,AMD,yes,train
document_110134.html,organizzazione,713,727,ORG,Q3682549,AMD,no,train
document_110145.html,Governo,513,520,ORG,NIL,NER,no,train
document_110147.html,Italia,383,389,LOC,Q38,AMD,yes,train
document_110149.html,Chiesa,517,523,ORG,Q34651,AMD,yes,train
document_110153.html,Italia,119,125,LOC,Q38,AMD,yes,train
document_110158.html,capitale,161,169,LOC,Q220,AMD,yes,train
document_110158.html,città,200,205,LOC,Q3519,AMD,no,train
document_110171.html,Italia,36,42,LOC,Q38,AMD,yes,train
document_110171.html,Italia,83,89,LOC,Q38,AMD,yes,train
document_110174.html,Cristo,539,545,PER,Q302,AMD,no,train
document_110175.html,Bari,128,132,LOC,Q3519,AMD,yes,train
document_110175.html,Italia,1344,1350,LOC,Q38,AMD,yes,train
document_110175.html,Italia,1400,1406,LOC,Q38,AMD,yes,train
document_110175.html,Matthews,35,43,PER,Q15156,AMD,yes,train
document_110175.html,Elena Craveri Croce[2,95,116,PER,NIL,NER,no,train
document_110175.html,Laterza,119,126,LOC,Q3661317,NER,no,train
document_110176.html,paese,555,560,LOC,Q38,AMD,yes,train
document_110177.html,organizzazione,154,168,ORG,Q3318304,AMD,yes,train
document_110177.html,organizzazione,1114,1128,ORG,Q3318304,AMD,yes,train
document_110177.html,organizzazione,1764,1778,ORG,NIL,AMD,no,train
document_110181.html,capitale,639,647,LOC,Q220,AMD,yes,train
document_110181.html,organizzazione,478,492,ORG,NIL,AMD,no,train
document_110181.html,Massa,196,201,LOC,NIL,NER,no,train
document_110197.html,Italia,419,425,LOC,Q38,AMD,yes,train
document_110220.html,Movimento,834,843,ORG,Q3866579,AMD,yes,train
document_121003.html,Bo,604,606,PER,NIL,AMD,no,train
document_121003.html,Stato,696,701,ORG,NIL,NER,no,train
document_121003.html,Stato,1646,1651,ORG,NIL,NER,no,train
document_121005.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121005.html,Stato,292,297,ORG,NIL,NER,no,train
document_121019.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121020.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121024.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121027.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121028.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121032.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121035.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121038.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121039.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121039.html,commissione,211,222,ORG,Q3684787,AMD,no,train
document_121040.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121040.html,Moro,948,952,PER,Q171834,AMD,yes,train
document_121040.html,Stato,669,674,ORG,NIL,NER,no,train
document_121043.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121051.html,commissione,45,56,ORG,Q3684787,AMD,no,train
document_121051.html,paese,265,270,LOC,Q38,AMD,no,train
document_121051.html,partito,147,154,ORG,Q815348,AMD,yes,train
document_121054.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121057.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121059.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121067.html,commissione,61,72,ORG,Q3684787,AMD,no,train
document_121068.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121068.html,Stato,575,580,ORG,NIL,NER,no,train
document_121077.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121078.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121078.html,Stato,122,127,ORG,NIL,NER,no,train
document_121082.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121082.html,commissione,111,122,ORG,Q3684787,AMD,no,train
document_121084.html,Moro,24,28,PER,Q171834,AMD,yes,train
document_121086.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121087.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121088.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121088.html,commissione,160,171,ORG,Q3684787,AMD,no,train
document_121093.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121093.html,commissione,298,309,ORG,Q3684787,AMD,no,train
document_121095.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121095.html,collega,108,115,PER,Q76297,AMD,no,train
document_121096.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121097.html,Moro,111,115,PER,Q171834,AMD,yes,train
document_121097.html,Stato,68,73,ORG,NIL,NER,no,train
document_121099.html,Moro,13,17,PER,Q171834,AMD,yes,train
document_121100.html,Moro,14,18,PER,Q171834,AMD,yes,train
document_121100.html,collega,100,107,PER,Q76297,AMD,no,train
document_121107.html,Italia,1838,1844,LOC,Q38,AMD,yes,train
document_121115.html,commissione,231,242,ORG,Q3684787,AMD,no,train
document_121134.html,Italia,818,824,LOC,Q38,AMD,yes,train
document_121134.html,commissione,88,99,ORG,Q3684787,AMD,no,train
document_121134.html,costituente,58,69,ORG,Q1053185,AMD,yes,train
document_121134.html,costituente,1266,1277,ORG,Q1053185,AMD,yes,train
document_121134.html,partito,475,482,ORG,Q815348,AMD,yes,train
document_121137.html,collega,300,307,PER,Q76297,AMD,no,train
document_121137.html,paese,757,762,LOC,Q38,AMD,no,train
document_121143.html,organizzazione,33,47,ORG,NIL,AMD,no,train
document_121151.html,Mons,63,67,PER,NIL,NER,no,train
document_121152.html,paese,82,87,LOC,Q38,AMD,yes,train
document_121154.html,organizzazione,522,536,ORG,NIL,AMD,no,train
document_121155.html,partito,194,201,ORG,Q815348,AMD,yes,train
document_121155.html,Avanti,5,11,PER,Q790205,NER,no,train
document_121158.html,capo dello Stato,523,539,PER,Q48352,AMD,no,train
document_121160.html,Camera,675,681,ORG,NIL,NER,no,train
document_121166.html,Roma,35,39,LOC,Q220,AMD,yes,train
document_121166.html,Dio,531,534,PER,Q190,NER,no,train
document_121166.html,Dio,661,664,PER,Q190,NER,no,train
document_121166.html,Dio,943,946,PER,Q190,NER,no,train
document_121166.html,Dio,1052,1055,PER,Q190,NER,no,train
document_121166.html,Dio,1110,1113,PER,Q190,NER,no,train
document_121168.html,Comitato dei Diciotto,271,292,ORG,NIL,NER,no,train
document_121170.html,collega,181,188,PER,Q76297,AMD,no,train
document_121174.html,Presidenza,46,56,ORG,NIL,NER,no,train
document_121176.html,Comitato di coordinamento,227,252,ORG,NIL,NER,no,train
document_121182.html,Autore,392,398,PER,Q52826362,AMD,no,train
document_121182.html,Comunità,4,12,ORG,Q52847,AMD,no,train
document_121182.html,comunità,318,326,ORG,Q52847,AMD,no,train
document_121186.html,Regione,613,620,LOC,Q1222,AMD,no,train
document_121188.html,Repubblica,186,196,LOC,Q1014,AMD,no,train
document_121188.html,partiti,796,803,ORG,Q7278,AMD,no,train
document_121194.html,Autore,361,367,PER,Q52826362,AMD,no,train
document_121194.html,collega,276,283,PER,Q76297,AMD,no,train
document_121199.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train
document_121201.html,Commissione,257,268,ORG,Q3684787,AMD,no,train
document_121201.html,Camera,39,45,ORG,NIL,NER,no,train
document_121201.html,Camera,666,672,ORG,NIL,NER,no,train
document_121201.html,Governo,793,800,ORG,Q1058671,NER,yes,train
document_121201.html,Governo,902,909,ORG,Q1058671,NER,yes,train
document_121201.html,Governo,1084,1091,ORG,Q1058671,NER,yes,train
document_121201.html,Camera,1174,1180,ORG,NIL,NER,no,train
document_121201.html,Camera,1238,1244,ORG,NIL,NER,no,train
document_121204.html,Aldo Moro,12,21,PER,Q171834,AMD,yes,train
document_121204.html,paese,823,828,LOC,Q38,AMD,yes,train
document_121204.html,partito,751,758,ORG,Q815348,AMD,yes,train
document_121204.html,sala Giuseppina,96,111,LOC,NIL,NER,no,train
document_121207.html,Consiglio dei Ministri,33,55,ORG,Q3687318,NER,yes,train
document_121207.html,governo,169,176,ORG,Q378578,NER,yes,train
document_121210.html,Governo,157,164,ORG,Q378578,NER,yes,train
document_121214.html,Paese,755,760,LOC,Q38,AMD,yes,train
document_121214.html,paese,191,196,LOC,Q38,AMD,yes,train
document_121217.html,Ella,83,87,PER,NIL,NER,no,train
document_121217.html,Illusi,233,239,PER,NIL,NER,no,train
document_121217.html,Il Mondo,256,264,ORG,Q3792807,NER,yes,train
document_121218.html,Aldo Moro,6,15,PER,Q171834,AMD,yes,train
document_121220.html,Mascal,225,231,LOC,NIL,NER,no,train
document_121220.html,Meskerem,292,300,PER,NIL,NER,no,train
document_121221.html,Casa degli emigranti,18,38,ORG,NIL,NER,no,train
document_121221.html,ministero degli Esteri,86,108,ORG,Q789842,NER,yes,train
document_121221.html,Ministero del Lavoro,285,305,ORG,Q14384837,NER,yes,train
document_121222.html,commissione,24,35,ORG,Q3684787,AMD,no,train
document_121222.html,continente,138,148,LOC,Q15,AMD,yes,train
document_121222.html,Governo italiano,537,553,ORG,Q3773971,NER,yes,train
document_121224.html,Aldo Moro,146,155,PER,Q171834,AMD,yes,train
document_121224.html,Sala,70,74,PER,Q3765731,AMD,no,train
document_121224.html,Università,198,208,ORG,Q3918,AMD,no,train
document_121225.html,Aldo Moro,39,48,PER,Q171834,AMD,yes,train
document_121225.html,Università,529,539,ORG,Q3918,AMD,no,train
document_121225.html,Università,705,715,ORG,Q3918,AMD,no,train
document_121225.html,Università,962,972,ORG,Q3918,AMD,no,train
document_121231.html,Presidente,6,16,PER,Q4003497,AMD,no,train
document_121238.html,Paese,356,361,LOC,Q38,AMD,yes,train
document_121240.html,Montessori,510,520,PER,Q131117,AMD,no,train
document_121240.html,collega,439,446,PER,Q76297,AMD,no,train
document_121240.html,collega,670,677,PER,Q76297,AMD,no,train
document_121240.html,paese,330,335,LOC,Q38,AMD,yes,train
document_121240.html,presidente,478,488,PER,Q4003497,AMD,no,train
document_121240.html,Parlamento italiano,910,929,ORG,Q1117578,NER,yes,train
document_121242.html,amministrazione degli Esteri,487,515,ORG,Q789842,NER,yes,train
document_121245.html,Università,207,217,ORG,Q3918,AMD,no,train
document_121245.html,paese,368,373,LOC,Q38,AMD,yes,train
document_121256.html,governo,125,132,ORG,Q3111999,NER,yes,train
document_121257.html,Assemblea,768,777,ORG,Q1053185,AMD,yes,train
document_121257.html,paese,784,789,LOC,Q38,AMD,yes,train
document_122010.html,Ministro,261,269,PER,NIL,AMD,no,train
document_122010.html,commissione,571,582,ORG,Q3684787,AMD,no,train
document_122015.html,Governo,290,297,ORG,Q3773971,NER,yes,train
document_122015.html,Parlamento,311,321,ORG,Q1117578,NER,yes,train
document_122015.html,Parlamento,350,360,ORG,Q1117578,NER,yes,train
document_122018.html,Parlamento,207,217,ORG,Q1117578,NER,yes,train
document_122019.html,paese,175,180,LOC,Q38,AMD,yes,train
document_122022.html,Ministro,206,214,PER,NIL,AMD,no,train
document_122022.html,collega,982,989,PER,Q76297,AMD,no,train
document_122022.html,paese,1042,1047,LOC,Q38,AMD,yes,train
document_122023.html,Camera,253,259,ORG,NIL,NER,no,train
document_122024.html,Assemblea,733,742,ORG,Q1053185,AMD,yes,train
document_122024.html,collega,603,610,PER,Q76297,AMD,no,train
document_122024.html,collega,639,646,PER,Q76297,AMD,no,train
document_122024.html,Camera,30,36,ORG,Q841424,NER,yes,train
document_122026.html,Commissione,587,598,ORG,Q3684787,AMD,no,train
document_122026.html,Giunta,157,163,ORG,NIL,NER,no,train
document_122034.html,Assemblea,407,416,ORG,Q1053185,AMD,yes,train
document_122034.html,Camera dei Deputati,63,82,ORG,Q841424,NER,yes,train
document_122034.html,Camera,300,306,ORG,Q841424,NER,yes,train
document_122034.html,Camera,461,467,ORG,Q841424,NER,yes,train
document_122034.html,Giunta,515,521,ORG,NIL,NER,no,train
document_122034.html,Giunta,585,591,ORG,NIL,NER,no,train
document_122034.html,Camera,709,715,ORG,Q841424,NER,yes,train
document_122034.html,Parlamento,955,965,ORG,Q1117578,NER,yes,train
document_122034.html,Giunta,1043,1049,ORG,NIL,NER,no,train
document_122034.html,Camera,1055,1061,ORG,Q841424,NER,yes,train
document_122034.html,Parlamento,1181,1191,ORG,Q1117578,NER,yes,train
document_122036.html,ministro,125,133,PER,Q2514,AMD,no,train
document_122048.html,Presidente,222,232,PER,Q4003497,AMD,no,train
document_122048.html,Presidente,301,311,PER,Q4003497,AMD,no,train
document_122060.html,Camera,253,259,ORG,Q841424,NER,yes,train
document_122061.html,Senato,189,195,ORG,Q633872,NER,yes,train
document_122061.html,Senato,275,281,ORG,Q633872,NER,yes,train
document_122061.html,Camera,498,504,ORG,Q841424,NER,yes,train
document_122062.html,Aldo Moro,54,63,PER,Q171834,AMD,yes,train
document_122062.html,Sala,90,94,PER,Q3765731,AMD,no,train
document_122063.html,presidente,323,333,PER,Q4003497,AMD,no,train
document_122063.html,Camera dei deputati,45,64,ORG,Q841424,NER,yes,train
document_122063.html,Camera,240,246,ORG,Q841424,NER,yes,train
document_122067.html,collega,50,57,PER,Q76297,AMD,no,train
document_122067.html,collega,161,168,PER,Q76297,AMD,no,train
document_122069.html,Camera,131,137,ORG,Q841424,NER,yes,train
document_131002.html,paese,231,236,LOC,Q38,AMD,yes,train
document_131002.html,paese,469,474,LOC,Q38,AMD,yes,train
